name,system
Tough Trucks: Modified Monsters,PC
Daley Thompson's Olympic Challenge,Amiga
Daley Thompson's Olympic Challenge,Amstrad CPC
Daley Thompson's Olympic Challenge,Atari ST
Daley Thompson's Olympic Challenge,Commodore 64
Daley Thompson's Olympic Challenge,ZX Spectrum
Knytt Stories,Nintendo DS
Knytt Stories,PC
Carve,Xbox
Big Rigs: Over the Road Racing,PC
Rapid Racer,PlayStation
Rapid Racer,PlayStation Network (PS3)
Rapid Racer,PlayStation Network (PSP)
Battleground 2: Gettysburg,PC
Maui Mallard in Cold Shadow,Game Boy
Maui Mallard in Cold Shadow,Genesis
Maui Mallard in Cold Shadow,Super Nintendo Entertainment System
Maui Mallard in Cold Shadow,PC
Stunt Race FX,Super Nintendo Entertainment System
Microsoft Train Simulator: German Railroads Volume Two: Fast Railcars on the Runway,PC
Monster Rancher BattleCard GB,Game Boy Color
Law & Order: Dead on the Money,Mac
Law & Order: Dead on the Money,PC
The Taking of Beverly Hills,PC
Danger Mouse in the Black Forest Chateau,Commodore 64
Danger Mouse in the Black Forest Chateau,MSX
Danger Mouse in the Black Forest Chateau,ZX Spectrum
Tenchu: Dark Secret,Nintendo DS
NBA Inside Drive 2004,Xbox
Ishido: The Way of Stones,Amiga
Ishido: The Way of Stones,Game Boy
Ishido: The Way of Stones,Genesis
Ishido: The Way of Stones,Lynx
Ishido: The Way of Stones,Mac
Ishido: The Way of Stones,Famicom Disk System
Ishido: The Way of Stones,PC
Perfect Pinball,PC
Lula Virtual Babe,PC
Transylvania III: Vanquish the Night,Apple IIgs
Transylvania III: Vanquish the Night,PC
Hollywood Poker,Commodore 64
Hollywood Poker,ZX Spectrum
NCAA Basketball,Super Nintendo Entertainment System
Abracadabra,Amstrad CPC
Abracadabra,MSX
Abracadabra,ZX Spectrum
Terep 2,PC
Enemy Engaged: Apache/Havoc,PC
Olympic Spectacular,Commodore 64
Olympic Spectacular,ZX Spectrum
Magnetik Tank,Amstrad CPC
Magnetik Tank,Atari ST
Magnetik Tank,PC
Bureau 13,PC
Spelunker II: Yuusha e no Chousen,Nintendo Entertainment System
Tek-Kids Flash-Ops: Mission: Aqua Zone,PC
Marathon Infinity,Mac
Virtual Karting,Amiga
The New Zealand Story,Amiga
The New Zealand Story,Genesis
The New Zealand Story,Sega Master System
The New Zealand Story,Amstrad CPC
The New Zealand Story,Atari ST
The New Zealand Story,Commodore 64
The New Zealand Story,ZX Spectrum
The New Zealand Story,Nintendo Entertainment System
The New Zealand Story,TurboGrafx-16
The New Zealand Story,Commodore 128
The New Zealand Story,Arcade
The New Zealand Story,Wii Shop
The New Zealand Story,Sharp X68000
The New Zealand Story,FM Towns
Duke Nukem II,Mac
Duke Nukem II,Game Boy Color
Duke Nukem II,PC
ESPN International Winter Sports 2002,Game Boy Advance
ESPN International Winter Sports 2002,PlayStation 2
ESPN International Winter Sports 2002,GameCube
ESPN International Winter Sports 2002,Xbox
Cool World,Amiga
Cool World,Game Boy
Cool World,Super Nintendo Entertainment System
Cool World,Atari ST
Cool World,Commodore 64
Cool World,Nintendo Entertainment System
Cool World,PC
Liberty or Death,Genesis
Liberty or Death,Super Nintendo Entertainment System
Liberty or Death,PC
Bottom of the 9th,PlayStation
Bottom of the 9th,Saturn
Bottom of the 9th,Nintendo 64
Mister Mosquito,PlayStation 2
Kruistocht in Spijkerbroek: De Game,PC
The Incredible Crash Dummies,Amiga
The Incredible Crash Dummies,Game Boy
The Incredible Crash Dummies,Game Gear
The Incredible Crash Dummies,Genesis
The Incredible Crash Dummies,Sega Master System
The Incredible Crash Dummies,Super Nintendo Entertainment System
The Incredible Crash Dummies,Nintendo Entertainment System
NFL Street 3,PlayStation Portable
NFL Street 3,PlayStation 2
Simon the Sorcerer's Puzzle Pack,PC
Colin McRae Rally 3,PlayStation 2
Colin McRae Rally 3,Xbox
Colin McRae Rally 3,PC
Spider-Man & Venom: Maximum Carnage,Genesis
Spider-Man & Venom: Maximum Carnage,Super Nintendo Entertainment System
Balls of Fury,Wii
Balls of Fury,Nintendo DS
Ace Combat 3: Electrosphere,PlayStation
NASCAR: Dirt to Daytona,PlayStation 2
NASCAR: Dirt to Daytona,GameCube
Armored Core 2,PlayStation 2
Borrowed Time,Amiga
Borrowed Time,Apple II
Borrowed Time,Atari ST
Borrowed Time,Commodore 64
Borrowed Time,PC
Witchaven II: Blood Vengeance,PC
Mahjongg,PC
Viewtiful Joe: Double Trouble!,Nintendo DS
Microsurgeon,TI-99/4A
Microsurgeon,Intellivision
Microsurgeon,PC
Sports Jam,Dreamcast
Yoshi Touch & Go,Nintendo DS
Checkmate,Amiga
Checkmate,Atari ST
Agile Warrior: F-111X,PlayStation
Agile Warrior: F-111X,PC
Tagin' Dragon,Nintendo Entertainment System
"Great Naval Battles, Volume 3: Fury in the Pacific 1941-1944",PC
Chessmaster 3000,Mac
Chessmaster 3000,PC
Venus & Braves: Majo to Megami to Horobi no Yogen,PlayStation 2
Moon Ranger,Nintendo Entertainment System
Atlantis Evolution,PC
Gyromite,Nintendo Entertainment System
9: The Last Resort,Mac
9: The Last Resort,PC
Mario Golf: Advance Tour,Game Boy Advance
Gangster Alley,Atari 2600
Hong Kong Mahjong Pro,PC
Wayne Gretzky's 3D Hockey,Nintendo 64
Wayne Gretzky's 3D Hockey,Arcade
Spitfire Ace,Commodore 64
Spitfire Ace,Atari 8-bit
Spitfire Ace,PC
Atari: 80 Classic Games in One,PC
Slam!,PC
Nyamiru to Bonzu no Daibouken,PC
Legions,PC
Ishar 2: Messengers of Doom,Amiga
Ishar 2: Messengers of Doom,Atari ST
Ishar 2: Messengers of Doom,PC
Maximum Action,PC
Come See Me Tonight,PC
Super G-Man,Commodore 64
Super G-Man,ZX Spectrum
Sapiens,Amstrad CPC
Sapiens,Atari ST
Sapiens,PC
Manna Munchers,PC
Rugby 2005,PlayStation 2
Rugby 2005,Xbox
Rugby 2005,PC
Sid Meier's Civilization II: Conflicts in Civilization Scenarios,PC
Alpine Games,Lynx
Battle Chess,Amiga
Battle Chess,Apple II
Battle Chess,Atari ST
Battle Chess,Commodore 64
Battle Chess,Mac
Battle Chess,Nintendo Entertainment System
Battle Chess,3DO
Battle Chess,Apple IIgs
Battle Chess,Amiga CD32
Battle Chess,PC
Battle Chess,Sharp X68000
Battle Chess,NEC PC-9801
Dream Eater,Game Boy Advance
E.T.: No More Mr. Nice Alien,PC
Blockworks,PC
Zig Zag Flag Shag,Apple II
Zig Zag Flag Shag,PC
Mad Gear,Amiga
Mad Gear,Atari ST
Mad Gear,Commodore 64
Mad Gear,ZX Spectrum
Mad Gear,Arcade
EastEnders,ZX Spectrum
Action Man: Arctic Adventure,PC
Oscar's Trash Race,Atari 2600
1 Ton,PC
Cyborg Hunter,Sega Master System
Warcraft II: The Dark Saga,PlayStation
Warcraft II: The Dark Saga,Saturn
Trapped 2,Amiga
Jane's Combat Simulations: AH-64D Longbow,PC
Agent Armstrong,PlayStation
Agent Armstrong,PC
Hellforces,PC
Xuanyuan Jian 5: Yi Jian Ling Yun Shan Hai Qing,PC
Jet Grind Radio,Game Boy Advance
Jet Grind Radio,Dreamcast
Jet Grind Radio,Xbox Live Marketplace
Jet Grind Radio,PlayStation Network (PS3)
Jet Grind Radio,PC
Jet Grind Radio,iPhone
Jet Grind Radio,Android
Jet Grind Radio,PlayStation Network (Vita)
Knight Tyme,Amstrad CPC
Knight Tyme,Commodore 64
Knight Tyme,MSX
Knight Tyme,ZX Spectrum
Moraff's Maximum Mahjongg: Volume 2,PC
7 Sins,PlayStation 2
7 Sins,PC
Power Stone,Dreamcast
Power Stone,Arcade
Formula 1 Masters,Amiga
Ultimate Ghosts 'N' Goblins,PlayStation Portable
Ultimate Ghosts 'N' Goblins,PlayStation Network (PSP)
Warcraft II: Tides of Darkness,Mac
Warcraft II: Tides of Darkness,PlayStation
Warcraft II: Tides of Darkness,Saturn
Warcraft II: Tides of Darkness,PC
Grand Theft Auto: London 1961,PC
Expedition Amazon,Apple II
Expedition Amazon,Commodore 64
The Sims: Pet Stories,Mac
The Sims: Pet Stories,PC
Astro Fang: Super Machine,Nintendo Entertainment System
Treasure Quest,PC
"Sakura Wars: So Long, My Love",PlayStation 2
"Sakura Wars: So Long, My Love",Wii
Shining Force,Genesis
Shining Force,Wii Shop
Shining Force,PC
Shining Force,iPhone
Meteorites,Atari 5200
Skool Daze,Commodore 64
Skool Daze,ZX Spectrum
Silent Assault,Nintendo Entertainment System
Border Zone,Apple II
Border Zone,Atari ST
Border Zone,Commodore 64
Border Zone,Mac
Border Zone,PC
ATV Mudracer,PC
Pilots Brothers: On the Track of Striped Elephant,PC
Advanced Ski Simulator,Amiga
Advanced Ski Simulator,Amstrad CPC
Advanced Ski Simulator,Atari ST
Advanced Ski Simulator,Commodore 64
Advanced Ski Simulator,ZX Spectrum
Star Trek: Klingon Academy,PC
The Trials of Odysseus Kent,PC
Starship Troopers: Terran Ascendancy,PC
Cave Story,Mac
Cave Story,Wii Shop
Cave Story,PC
Cave Story,DSiWare
Cave Story,Nintendo 3DS eShop
Cave Story,Linux
AStar,Atari 2600
Al Unser Jr. Arcade Racing,Mac
Al Unser Jr. Arcade Racing,PC
Blastar,Amiga
Wild Arms Alter Code: F,PlayStation 2
rFactor,PC
Otogi: Myth of Demons,Xbox
Sega Rally Revo,PlayStation Portable
Sega Rally Revo,Xbox 360
Sega Rally Revo,PlayStation 3
Sega Rally Revo,PC
Sega Rally Revo,PlayStation Network (PSP)
Advanced Dungeons & Dragons: Treasure of Tarmin Cartridge,Intellivision
Advanced Dungeons & Dragons: Treasure of Tarmin Cartridge,Aquarius
LaGrange Point,Nintendo Entertainment System
POD SpeedZone,Dreamcast
Jump 'n Bump,PC
Ms. Infinity's Math Mansion - Kindergarten,PC
Wibbling Wilf,PC
The Return of Ishtar,PlayStation
The Return of Ishtar,Arcade
The Return of Ishtar,Wii Shop
Alien Front Online,Dreamcast
Sven XXX,PC
Acheton,ZX Spectrum
Acheton,PC
Scum Haters,Amiga
SuperChess,MSX
Sprung,Nintendo DS
Shivers,Mac
Shivers,PC
Project: Space Station,Apple II
Project: Space Station,Commodore 64
Project: Space Station,Mac
Project: Space Station,PC
Euro Soccer,Amiga
Euro Soccer,PC
Codename: Tenka,PlayStation
Codename: Tenka,PC
Shining Wisdom,Saturn
Minskies: The Abduction,Amiga
Super Tank Simulator,Amstrad CPC
Super Tank Simulator,Commodore 64
Super Tank Simulator,ZX Spectrum
Bob Nixie and The Castle of the Illusion,Commodore 64
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,Game Boy
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,Game Boy Advance
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,Nintendo Entertainment System
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,TurboGrafx-CD
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,Wii Shop
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,Wii U
American Conquest: Fight Back,PC
Mirax Force,Atari 8-bit
The Dark Legions,PC
Mille Bornes,PC
Super Pinball II: The Amazing Odyssey,Super Nintendo Entertainment System
RVF Honda,Amiga
RVF Honda,Atari ST
Driven,PlayStation 2
Driven,GameCube
Garden Defense,PC
Freez' Bees,ZX Spectrum
Thunder Burner,Amiga
Thunder Burner,Amstrad CPC
Thunder Burner,Atari ST
Match Day Manager,PC
NHL '94,Genesis
NHL '94,Super Nintendo Entertainment System
NHL '94,Sega CD
NHL '94,PC
Winning Eleven DS,Nintendo DS
Die Höhlenwelt Saga: Der Leuchtende Kristall,PC
Darkwing Duck,Game Boy
Darkwing Duck,Nintendo Entertainment System
The Fourth Protocol,Amstrad CPC
The Fourth Protocol,Commodore 64
The Fourth Protocol,ZX Spectrum
The Fourth Protocol,PC
Cyberswine,PC
GG Aleste,Game Gear
Snooker,ZX Spectrum
Valkyrie no Bouken: Toki no Kagi Densetsu,Nintendo Entertainment System
Valkyrie no Bouken: Toki no Kagi Densetsu,Wii Shop
Tork: Prehistoric Punk,Xbox
The Dark Eye,Mac
The Dark Eye,PC
Captain Quazar,3DO
Captain Quazar,PC
Pac-Man World 2,Game Boy Advance
Pac-Man World 2,PlayStation 2
Pac-Man World 2,GameCube
Pac-Man World 2,Xbox
Pac-Man World 2,PC
Battle Cheese,PC
Galactic Pinball,Virtual Boy
Super Duper Sumos,Game Boy Advance
Death Gate,PC
Codename: Outbreak,PC
Wings of Death,Amiga
Wings of Death,Atari ST
Randar no Bouken,MSX
Castle Ralf,PC
Dance Dance Revolution KONAMIX,PlayStation
Battle Valley,Amiga
Battle Valley,Amstrad CPC
Battle Valley,Atari ST
Battle Valley,Commodore 64
Battle Valley,ZX Spectrum
The Pack Rat,PC
Butt Slam!!!,PC
Diner,Intellivision
Fastest Lap,Game Boy
War Front: Turning Point,PC
Gravitar,Atari 2600
Gravitar,Arcade
Gravitar,Xbox Live Marketplace
Gravitar,PC
Mordor: The Depths of Dejenol,PC
Fist II: The Legend Continues,Commodore 64
Fist II: The Legend Continues,ZX Spectrum
Ale Hop!,MSX
Bounder,Amstrad CPC
Bounder,Commodore 64
Bounder,MSX
Bounder,ZX Spectrum
Legends,Amiga
Legends,Amiga CD32
Legends,PC
World Grand Prix,Sega Master System
Roboforge,PC
Bubsy in: Claws Encounters of the Furred Kind,Genesis
Bubsy in: Claws Encounters of the Furred Kind,Super Nintendo Entertainment System
Mega Man: The Wily Wars,Genesis
Western U.S. Scenery Set,Apple II
Western U.S. Scenery Set,Commodore 64
Western U.S. Scenery Set,Atari 8-bit
Western U.S. Scenery Set,PC
Super Magnetic Neo,Dreamcast
Mail Order Monsters,Commodore 64
Mail Order Monsters,Atari 8-bit
Alpha Blaster,MSX
Evolution: Eternal Dungeon,Neo Geo Pocket Color
Top Gun: Danger Zone,PC
Warrior Dragon,PC
Word Ladders,PC
Star Wars: Galactic Battlegrounds - Clone Campaigns,Mac
Star Wars: Galactic Battlegrounds - Clone Campaigns,PC
Thor's Hammer,PC
Bomberman Generation,GameCube
Air Havoc Controller,PC
SSN-21 Seawolf,PC
Super Football,Atari 2600
Super Football,Xbox Live Marketplace
Yo! Noid,Nintendo Entertainment System
Soldier Blade,TurboGrafx-16
Soldier Blade,Wii Shop
Soldier Blade,PlayStation Network (PS3)
Soldier Blade,PlayStation Network (PSP)
Monster Hunter Freedom 2,PlayStation Portable
Ka'Roo,PC
Loopz,Amiga
Loopz,Game Boy
Loopz,Lynx
Loopz,Amstrad CPC
Loopz,Atari ST
Loopz,Commodore 64
Loopz,ZX Spectrum
Loopz,Nintendo Entertainment System
Loopz,PC
Loopz,BBC Micro
AFL Live 2004,PlayStation 2
AFL Live 2004,Xbox
AFL Live 2004,PC
Vampires Dawn 2: Ancient Blood,PC
Hell: A Cyberpunk Thriller,3DO
Hell: A Cyberpunk Thriller,PC
Marathon,Mac
Tank-O-Box,Mac
Tank-O-Box,PC
Top Shop,PlayStation
Marvin-mask,Amiga
AMF Xtreme Bowling,PlayStation 2
AMF Xtreme Bowling,Xbox
Second Life,Mac
Second Life,PC
The Elder Scrolls IV: Oblivion,Xbox 360
The Elder Scrolls IV: Oblivion,PlayStation 3
The Elder Scrolls IV: Oblivion,Xbox Live Marketplace
The Elder Scrolls IV: Oblivion,PC
Tail of the Sun,PlayStation
Tail of the Sun,PlayStation Network (PS3)
Tail of the Sun,PlayStation Network (PSP)
Myth II: Soulblighter,Mac
Myth II: Soulblighter,PC
Heimdall 2: Into the Hall of Worlds,Amiga
Heimdall 2: Into the Hall of Worlds,Amiga CD32
Heimdall 2: Into the Hall of Worlds,PC
NBA Showdown,Genesis
NBA Showdown,Super Nintendo Entertainment System
Quest for Glory I: So You Want To Be A Hero,PC
Postal: Special Delivery,Mac
Postal: Special Delivery,PC
Master of Monsters: Disciples of Gaia,PlayStation
Master of Monsters: Disciples of Gaia,PlayStation Network (PS3)
Master of Monsters: Disciples of Gaia,PlayStation Network (PSP)
Woody Woodpecker: Escape from Buzz Buzzard Park,PlayStation 2
Woody Woodpecker: Escape from Buzz Buzzard Park,PC
Merchant Prince II,PC
Formula One 2000,PlayStation
Formula One 2000,Game Boy Color
BookWorm Deluxe,Game Boy Advance
BookWorm Deluxe,Mac
BookWorm Deluxe,Nintendo DS
BookWorm Deluxe,PC
BookWorm Deluxe,iPhone
BookWorm Deluxe,DSiWare
Millipede / Super Breakout / Lunar Lander,Game Boy Advance
Phantasy Star Online,Dreamcast
Survival Crisis Z,PC
Mega Man X4,PlayStation 2
Mega Man X4,PlayStation
Mega Man X4,GameCube
Mega Man X4,Saturn
Mega Man X4,PC
NBA Live 96,Game Boy
NBA Live 96,Genesis
NBA Live 96,Super Nintendo Entertainment System
NBA Live 96,PlayStation
NBA Live 96,PC
Spider-Man: Friend or Foe,PlayStation Portable
Spider-Man: Friend or Foe,PlayStation 2
Spider-Man: Friend or Foe,Xbox 360
Spider-Man: Friend or Foe,Wii
Spider-Man: Friend or Foe,Nintendo DS
Spider-Man: Friend or Foe,Xbox Live Marketplace
Spider-Man: Friend or Foe,PC
I Love Kittens!,PC
Leyendas de Lhodrye: Arakhas el Oscuro,PC
Destination Earthstar,Nintendo Entertainment System
Angband,Amiga
Angband,Mac
Angband,PC
Euro Club Manager 2003-04,PC
Panzer Front Ausf. B,PlayStation 2
U.F.O.s,PC
Ben Jordan: Paranormal Investigator Case 1 - In Search of the Skunk-Ape,PC
Solar Jetman: Hunt for the Golden Warpship,Nintendo Entertainment System
DJMAX,PC
Wings over Israel,PC
Fantasia,Genesis
Bionicle,Mac
Bionicle,PlayStation 2
Bionicle,GameCube
Bionicle,Xbox
Bionicle,PC
Twilight: 2000,PC
Lafuma Unlimit 2,PC
Olin in Emerald,Apple II
Olin in Emerald,Atari 8-bit
Championship Manager 5,PlayStation 2
Championship Manager 5,Xbox
Championship Manager 5,PC
Nancy Drew: Secrets Can Kill,Mac
Nancy Drew: Secrets Can Kill,PC
NBA Inside Drive 2002,Xbox
WWF Wrestlemania Challenge,Nintendo Entertainment System
Kenseiden,Sega Master System
Once and Future,PC
Moon Hopper,Dragon 32/64
Moon Hopper,TRS-80 CoCo
Transcendence,PC
KnightShift,Mac
KnightShift,PC
Stellar Track,Atari 2600
OloFight,Amiga
Wik & The Fable of Souls,Xbox 360
Wik & The Fable of Souls,Xbox Live Marketplace
Wik & The Fable of Souls,PC
Panzer Battles,Amiga
Panzer Battles,Commodore 64
Panzer Battles,PC
Astra Superstars,Saturn
Astra Superstars,Arcade
Tank Trax,ZX Spectrum
America's Toughest 18,PC
Emilio Sanchez Vicario Grand Slam,Amstrad CPC
Emilio Sanchez Vicario Grand Slam,MSX
Emilio Sanchez Vicario Grand Slam,ZX Spectrum
Twilight Treasures,Apple II
Twilight Treasures,PC
Eets: Hunger. It's emotional.,Mac
Eets: Hunger. It's emotional.,Xbox Live Marketplace
Eets: Hunger. It's emotional.,PC
Extreme Tennis,PC
Super Robot Taisen Original Generation,Game Boy Advance
Supreme Ruler Plus,TRS-80
UEFA Euro 96 England,Saturn
UEFA Euro 96 England,PC
Combat Mission Anthology,PC
Iron Helix,Mac
Iron Helix,Sega CD
Iron Helix,PC
Rocket Lander,PC
Rallye Racing 97,PC
Ground Zero: Texas,Sega CD
Redline,PC
Poseidon Wars 3-D,Sega Master System
Virtual Chess 2,PC
David Crane's A Boy and his Blob: Trouble on Blobolonia,Nintendo Entertainment System
David Crane's A Boy and his Blob: Trouble on Blobolonia,Wii Shop
Igor: The Time Machine,PC
Catechumen,PC
Dictator,Commodore 64
Dictator,ZX Spectrum
QBz,Mac
QBz,PC
Nicktoons Unite!,PlayStation 2
Nicktoons Unite!,GameCube
Nicktoons Unite!,Xbox
Nicktoons Unite!,Nintendo DS
Synaesthete,PC
The Adventures of Alice who Went Through the Looking-Glass and Came Back Though Not Much Changed,PC
What Makes You Tick?,Mac
What Makes You Tick?,PC
GreenFace,PC
Railroad Tycoon 3,Mac
Railroad Tycoon 3,PC
Free Climbing,Atari ST
Free Climbing,ZX Spectrum
Ratatouille,Game Boy Advance
Ratatouille,Mac
Ratatouille,PlayStation Portable
Ratatouille,PlayStation 2
Ratatouille,Xbox 360
Ratatouille,GameCube
Ratatouille,Xbox
Ratatouille,PlayStation 3
Ratatouille,Wii
Ratatouille,Nintendo DS
Ratatouille,Xbox Live Marketplace
Ratatouille,PC
SkyNET,PC
Ranx,Amiga
Ranx,Atari ST
Ranx,PC
Gex 3: Deep Cover Gecko,PlayStation
Gex 3: Deep Cover Gecko,Nintendo 64
Gex 3: Deep Cover Gecko,PlayStation Network (PS3)
Gex 3: Deep Cover Gecko,PlayStation Network (PSP)
Shock Troopers: 2nd Squad,Neo Geo
Geist,GameCube
Digimon: Battle Spirit,Game Boy Advance
Digimon: Battle Spirit,WonderSwan Color
Barbarian Roller Rally,PC
Xenosaga: Episode I - Der Wille zur Macht,PlayStation 2
Castelo Rá-Tim-Bum,Sega Master System
ChesseR,PC
Fate: Gates of Dawn,Amiga
Fate: Gates of Dawn,Atari ST
The Uncertainty Machine,PC
NBA Jam 99,Nintendo 64
NBA Jam 99,Game Boy Color
Samorost 2,Mac
Samorost 2,PC
Samorost 2,Browser
Samorost 2,Linux
Ninja Warrior,Dragon 32/64
Ninja Warrior,TRS-80 CoCo
Humpty Dumpty in the Garden,Commodore 64
Humpty Dumpty in the Garden,ZX Spectrum
J.J. & Jeff,TurboGrafx-16
J.J. & Jeff,Wii Shop
CyberSpeed,PlayStation
CyberSpeed,PC
Disney's The Haunted Mansion,PlayStation 2
Disney's The Haunted Mansion,GameCube
Disney's The Haunted Mansion,Xbox
Micro Machines 2: Turbo Tournament,Game Boy
Micro Machines 2: Turbo Tournament,Game Gear
Micro Machines 2: Turbo Tournament,Genesis
Micro Machines 2: Turbo Tournament,Super Nintendo Entertainment System
Micro Machines 2: Turbo Tournament,PC
Kya: Dark Lineage,PlayStation 2
IMG International Tour Tennis,Genesis
Frostbite,PlayStation
Frostbite,Atari 2600
Frostbite,Xbox Live Marketplace
Gangster Town,Sega Master System
Kayleth,Commodore 64
Kayleth,ZX Spectrum
Malaika: Prehistoric Quest,MSX
Picture Perfect Golf,PC
Etherlords,PC
Missing Dots Matrix,PC
Excellent Card Games,Amiga
Atlantis: The Lost Tales,PlayStation
Atlantis: The Lost Tales,Saturn
Atlantis: The Lost Tales,PC
Bomberman Fantasy Race,PlayStation
Zero Wing,Genesis
Zero Wing,TurboGrafx-CD
Zero Wing,Arcade
Marine Heavy Gunner: Vietnam,PC
Amaze,PC
PGA Championship Golf,PC
Rendezvous: A Space Shuttle Flight Simulation,Apple II
Hyperbowl,Amstrad CPC
Hyperbowl,Atari ST
Hyperbowl,Commodore 64
Hyperbowl,ZX Spectrum
UEFA Champions League Season 2001/2002,PlayStation 2
UEFA Champions League Season 2001/2002,PC
Corncob Deluxe,PC
Zombie Smashers X,PC
Heavy on the Magick,Amstrad CPC
Heavy on the Magick,ZX Spectrum
WEC Le Mans,Amstrad CPC
WEC Le Mans,Commodore 64
WEC Le Mans,MSX
WEC Le Mans,ZX Spectrum
F/A-18 Hornet,Mac
Computer Golf!,Odyssey 2
Vanark,PlayStation
OffRoad,PC
Dotstream,Game Boy Advance
M.A.C.H. - Maneuverable Armed Computer Humans,Commodore 64
Star Command: Revolution,PC
IndyCar Racing,PC
Knightmare II: The Maze of Galious,MSX
Knightmare II: The Maze of Galious,Nintendo Entertainment System
Typhoon Thompson in Search for the Sea Child,Amiga
Typhoon Thompson in Search for the Sea Child,Atari ST
The Axys Adventures: Truth Seeker - Battle Against the Lies,PC
Live and Let Die,Amiga
Live and Let Die,Atari ST
Live and Let Die,Commodore 64
Live and Let Die,ZX Spectrum
The Amazing Spider-Man vs. The Kingpin,Game Gear
The Amazing Spider-Man vs. The Kingpin,Genesis
The Amazing Spider-Man vs. The Kingpin,Sega Master System
The Amazing Spider-Man vs. The Kingpin,Sega CD
The 7th Saga,Super Nintendo Entertainment System
Backpacker: The Lost Florence Gold Mine,PC
Computer Ambush,Apple II
Computer Ambush,Commodore 64
Computer Ambush,Atari 8-bit
D.A.: Pursuit of Justice,PC
Voodoo Castle,Apple II
Voodoo Castle,Commodore 64
Voodoo Castle,ZX Spectrum
Voodoo Castle,Atari 8-bit
Voodoo Castle,VIC-20
Voodoo Castle,TI-99/4A
Voodoo Castle,Commodore PET/CBM
Voodoo Castle,TRS-80
Shamus: Case II,Commodore 64
Shamus: Case II,Atari 8-bit
Incredible Crisis,PlayStation
Incredible Crisis,Arcade
The Last Ninja,Amiga
The Last Ninja,Apple II
The Last Ninja,Atari ST
The Last Ninja,Commodore 64
The Last Ninja,Nintendo Entertainment System
The Last Ninja,Wii Shop
The Last Ninja,PC
The Last Ninja,BBC Micro
City Crisis,PlayStation 2
Megami Tensei Gaiden: Last Bible II,Game Boy
Megami Tensei Gaiden: Last Bible II,Game Boy Color
Elebits,Wii
Alligator People,Atari 2600
El Viento,Genesis
Twinxoid,PC
Dance Factory,PlayStation 2
Patton vs. Rommel,Commodore 64
Patton vs. Rommel,Mac
Patton vs. Rommel,PC
FlipOut!,Jaguar
FlipOut!,PC
Smuggler's Run,Game Boy Advance
Smuggler's Run,PlayStation 2
Fengse Huanxiang 4: Shengzhan de Zhongyan,PC
Plaque Attack,PlayStation
Plaque Attack,Atari 2600
Plaque Attack,Xbox Live Marketplace
Plaque Attack,PC
Guilty Bastards,PC
Disney's Stitch: Experiment 626,PlayStation 2
Aussie Rules Footy,Nintendo Entertainment System
Absolute Pinball,PC
Nobunaga's Ambition: Lord of Darkness,Super Nintendo Entertainment System
Agent Hugo: RoboRumble,Game Boy Advance
Agent Hugo: RoboRumble,PlayStation 2
Midtown Madness 2,PC
Midnight Club II,PlayStation 2
Midnight Club II,Xbox
Midnight Club II,PlayStation Network (PS3)
Midnight Club II,PC
Super Burnout,Jaguar
Pirate Cliff,PC
Kim Possible: Kimmunicator,Nintendo DS
Sid Meier's Civilization III: Play the World,PC
Painkiller: Battle Out of Hell,PC
Phoenix 3,3DO
Galaxy Stir,PC
Excelsior Phase One: Lysandia,PC
Beyond Shadowgate,TurboGrafx-CD
Saiyuki: Journey West,PlayStation
Saiyuki: Journey West,PlayStation Network (PS3)
Saiyuki: Journey West,PlayStation Network (PSP)
USS Ticonderoga,PC
The Strategy Game Room,PC
Frogger II: Threeedeep!,Apple II
Frogger II: Threeedeep!,Commodore 64
Frogger II: Threeedeep!,Atari 8-bit
Frogger II: Threeedeep!,Atari 2600
Frogger II: Threeedeep!,ColecoVision
Frogger II: Threeedeep!,Atari 5200
Frogger II: Threeedeep!,PC
Mega Man ZX Advent,Nintendo DS
Streets of Rage,Game Gear
Streets of Rage,Genesis
Streets of Rage,Sega Master System
Streets of Rage,Sega CD
Streets of Rage,Wii Shop
Streets of Rage,PC
Streets of Rage,iPhone
Streets of Rage,iPad
Carnivores: Cityscape,PC
Wild Woody,Sega CD
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,PlayStation 2
Leyendas de Lhodrye: La Luz del Druida,PC
Submarine Commander,Atari 2600
Submarine Commander,Xbox Live Marketplace
Strawberry Shortcake Musical Match-Ups,Atari 2600
Tigershark,PlayStation
Tigershark,PC
Axis & Allies: Iron Blitz,PC
The Next Tetris: Online Edition,Dreamcast
Jimmy's Lost His Marbles,PC
F-Zero GX,GameCube
Mortal Kombat vs. DC Universe,Xbox 360
Mortal Kombat vs. DC Universe,PlayStation 3
Earthshaker,Pinball
MotorStorm: Pacific Rift,PlayStation 3
Fight Night Round 4,Xbox 360
Fight Night Round 4,PlayStation 3
Fight Night Round 4,Xbox Live Marketplace
50 Cent: Blood on the Sand,Xbox 360
